source,target,weight,source_name,target_name
Q4671580,Q731938,1,Acadia Pharmaceuticals,AstraZeneca
Q6550684,Q731938,1,Lincoln Group of Schools,AstraZeneca
Q11235714,Q1282031,1,NIS Group,Ecolab
Q11235714,Q25104482,1,NIS Group,Banco Latinoamericano de Comercio Exterior
Q1282031,Q25104482,1,Ecolab,Banco Latinoamericano de Comercio Exterior
Q2529982,Q768773,1,The New York Times Company,MSCI
Q158205,Q7727656,1,Sanofi,The Corporate Executive Board Company
Q1113804,Q607131,1,Comcast,MetLife
Q20800404,Q607131,1,Alphabet Inc.,MetLife
Q1046951,Q194360,1,Target Corporation,American Express
Q1046951,Q2529982,1,Target Corporation,The New York Times Company
Q1046951,Q328840,1,Target Corporation,Visa
Q1046951,Q489921,1,Target Corporation,Mastercard
Q5323987,Q66048,1,EQT,Deutsche Bank
Q156238,Q2007484,1,ExxonMobil,Oklahoma Gas & Electric
Q1472929,Q30591272,1,"Nasdaq, Inc.","Halozyme, Inc."
Q1472929,Q5643474,1,"Nasdaq, Inc.",Halozyme Therapeutics
Q30591272,Q5643474,1,"Halozyme, Inc.",Halozyme Therapeutics
Q81230,Q998470,1,Siemens,RELX
Q127074,Q498746,1,Albemarle Corporation,W. R. Grace and Company
Q206921,Q4914611,1,Pfizer,BioCryst Pharmaceuticals
Q206921,Q5376211,1,Pfizer,Endo International plc
Q4914611,Q5376211,1,BioCryst Pharmaceuticals,Endo International plc
Q2466838,Q312,1,SMART Technologies,Apple Inc.
Q16836218,Q291171,1,AXIS Capital,Aegon
Q1373493,Q483915,1,Lowe's,Nike
Q1373493,Q920037,1,Lowe's,J. C. Penney
Q465751,Q483915,1,Chipotle Mexican Grill,Nike
Q465751,Q920037,1,Chipotle Mexican Grill,J. C. Penney
Q483915,Q920037,1,Nike,J. C. Penney
Q291171,Q3552193,1,Aegon,Urban Outfitters
Q291171,Q3884,1,Aegon,Amazon
Q291171,Q58024,1,Aegon,eBay
Q291171,Q95,1,Aegon,Google
Q3552193,Q3884,1,Urban Outfitters,Amazon
Q3552193,Q58024,1,Urban Outfitters,eBay
Q3552193,Q95,1,Urban Outfitters,Google
Q7002903,Q7516369,1,Neustar,SSR Mining
Q28402389,Q487907,1,Simmons Bank,Bank of America
Q17145596,Q5178891,1,Tesco Corporation,Covanta
Q5570647,Q880942,1,Global Sources,Blackstone Group
Q11463,Q85801645,1,Adobe,Smartsheet Inc.
Q15589464,Q5287613,1,Dropbox Inc.,Docusign
Q15589464,Q85801645,1,Dropbox Inc.,Smartsheet Inc.
Q27500963,Q5287613,1,Dell Technologies,Docusign
Q27500963,Q85801645,1,Dell Technologies,Smartsheet Inc.
Q27500963,Q95,1,Dell Technologies,Google
Q328840,Q483551,1,Visa,Walmart
Q1283291,Q245343,1,Valero Energy,Barclays plc
Q1283291,Q458363,1,Valero Energy,Marathon Petroleum
Q245343,Q458363,1,Barclays plc,Marathon Petroleum
Q19900,Q328840,1,Oracle Corporation,Visa
Q328840,Q787324,1,Visa,BEA Systems
Q108770716,Q4733161,1,Samsara,Allot Ltd
Q1155668,Q297879,1,NXP Semiconductors,ASML
Q1129792,Q27065,1,The Cooper Companies,Gogo Inflight Internet
Q1373493,Q465751,1,Lowe's,Chipotle Mexican Grill
Q156644,Q2140315,1,Raytheon,Textron
Q2140315,Q329953,1,Textron,Northrop Grumman Corporation
Q2140315,Q502940,1,Textron,General Dynamics
Q2140315,Q66,1,Textron,Boeing
Q2140315,Q7240,1,Textron,Lockheed Martin
Q1155668,Q1342041,1,NXP Semiconductors,Lam Research
Q1155668,Q193326,1,NXP Semiconductors,Goldman Sachs
Q1155668,Q260833,1,NXP Semiconductors,SanDisk
Q1155668,Q498746,1,NXP Semiconductors,W. R. Grace and Company
Q1155668,Q6840048,1,NXP Semiconductors,Microsemi
Q1155668,Q738770,1,NXP Semiconductors,Western Digital
Q1155668,Q7538146,1,NXP Semiconductors,Skyworks Solutions
Q1342041,Q260833,1,Lam Research,SanDisk
Q1342041,Q498746,1,Lam Research,W. R. Grace and Company
Q2529982,Q489921,1,The New York Times Company,Mastercard
Q11463,Q27500963,1,Adobe,Dell Technologies
Q11463,Q15589464,1,Adobe,Dropbox Inc.
Q1342041,Q738770,1,Lam Research,Western Digital
Q1342041,Q7538146,1,Lam Research,Skyworks Solutions
Q193326,Q260833,1,Goldman Sachs,SanDisk
Q193326,Q738770,1,Goldman Sachs,Western Digital
Q193326,Q7538146,1,Goldman Sachs,Skyworks Solutions
Q260833,Q498746,1,SanDisk,W. R. Grace and Company
Q260833,Q6840048,1,SanDisk,Microsemi
Q260833,Q738770,1,SanDisk,Western Digital
Q260833,Q7538146,1,SanDisk,Skyworks Solutions
Q498746,Q6840048,1,W. R. Grace and Company,Microsemi
Q498746,Q738770,1,W. R. Grace and Company,Western Digital
Q498746,Q7538146,1,W. R. Grace and Company,Skyworks Solutions
Q6840048,Q738770,1,Microsemi,Western Digital
Q6840048,Q7538146,1,Microsemi,Skyworks Solutions
Q738770,Q7538146,1,Western Digital,Skyworks Solutions
Q1472929,Q7696488,1,"Nasdaq, Inc.",Telephone and Data Systems
Q301965,Q7696488,1,Sprint Corporation,Telephone and Data Systems
Q3511946,Q970695,1,T. Rowe Price,Northern Trust
Q106309492,Q2299611,1,"Agora, Inc.",Yelp
Q2287759,Q483551,1,Simon Property Group,Walmart
Q5377000,Q863675,1,Energy Transfer,Freescale Semiconductor
Q1283291,Q4972280,1,Valero Energy,Broadridge Financial Solutions
Q1503753,Q245343,1,Vedanta Resources,Barclays plc
Q1520122,Q54173,1,Getty Images,General Electric
Q2990393,Q4667884,1,CCU,AbioMed
Q37156,Q80978,1,IBM,Hewlett-Packard
Q7334682,Q80978,1,RingCentral,Hewlett-Packard
Q15678788,Q451476,1,Fiat Chrysler Automobiles,Scotiabank
Q451476,Q81965,1,Scotiabank,General Motors
Q2843129,Q868587,1,Ameriprise Financial,S&P Global
Q1342041,Q6840048,1,Lam Research,Microsemi
Q14772,Q841458,1,Baidu,Intercontinental Exchange
Q619111,Q95,1,Apollo Group,Google
Q108770716,Q1318848,1,Samsara,Intuit
Q108770716,Q5152057,1,Samsara,CommScope
Q1318848,Q207983,1,Intuit,Monsanto
Q1318848,Q2283,1,Intuit,Microsoft
Q1318848,Q5152057,1,Intuit,CommScope
Q1318848,Q81230,1,Intuit,Siemens
Q207983,Q5152057,1,Monsanto,CommScope
Q2283,Q5152057,1,Microsoft,CommScope
Q5152057,Q81230,1,CommScope,Siemens
Q1472929,Q967868,1,"Nasdaq, Inc.",NextEra Energy
Q2529982,Q53268,1,The New York Times Company,Toyota
Q2529982,Q9584,1,The New York Times Company,Honda
Q219635,Q970695,1,BlackRock,Northern Trust
Q3884,Q5227485,1,Amazon,Dataram
Q1138888,Q491325,1,First Solar,Shinhan Financial Group
Q1371852,Q5170685,1,MBIA,Corinthian Colleges
Q1472929,Q734061,1,"Nasdaq, Inc.","DTS, Inc."
Q6044894,Q734061,1,InterDigital,"DTS, Inc."
Q30283314,Q470517,1,Cytokinetics,Amgen
Q1472929,Q2899735,1,"Nasdaq, Inc.",QAD Inc
Q2287759,Q24908086,1,Simon Property Group,Washington Prime Group
Q2287759,Q7164054,1,Simon Property Group,Pennsylvania Real Estate Investment Trust
Q24908086,Q7164054,1,Washington Prime Group,Pennsylvania Real Estate Investment Trust
Q108770716,Q941127,1,Samsara,Salesforce
Q116452644,Q56276186,1,"Netflix, Inc.",Peloton
Q312,Q56276186,1,Apple Inc.,Peloton
Q116452644,Q182477,1,"Netflix, Inc.",Nvidia
Q116452644,Q841458,1,"Netflix, Inc.",Intercontinental Exchange
Q1359568,Q182477,1,Alibaba Group,Nvidia
Q1359568,Q478214,1,Alibaba Group,Tesla
Q48814381,Q75256038,1,Aphria,Cronos Group Inc
Q1235669,Q312,1,Dollar Thrifty Automotive Group,Apple Inc.
Q182477,Q841458,1,Nvidia,Intercontinental Exchange
Q312,Q841458,1,Apple Inc.,Intercontinental Exchange
Q478214,Q841458,1,Tesla,Intercontinental Exchange
Q841458,Q95,1,Intercontinental Exchange,Google
Q1159256,Q1922290,1,Danaher Corporation,Mesa Air Group
Q27893,Q483946,1,ArcelorMittal,POSCO
Q19900,Q37158,1,Oracle Corporation,Starbucks
Q19900,Q483915,1,Oracle Corporation,Nike
Q19900,Q81965,1,Oracle Corporation,General Motors
Q37158,Q81965,1,Starbucks,General Motors
Q483915,Q81965,1,Nike,General Motors
Q194360,Q813782,1,American Express,Bed Bath & Beyond Inc.
Q464996,Q931032,1,Nortel,Kinder Morgan
Q1138888,Q1374135,1,First Solar,Prudential plc
Q5227485,Q739084,1,Dataram,U.S. Bancorp
Q5227485,Q95,1,Dataram,Google
Q739084,Q95,1,U.S. Bancorp,Google
Q334800,Q5173965,1,PepsiCo,Xively
Q334800,Q916196,1,PepsiCo,Citrix Systems
Q5173965,Q916196,1,Xively,Citrix Systems
Q677464,Q6955139,1,Dominion Energy,NRG Energy
Q1703389,Q880942,1,Jones Lang LaSalle,Blackstone Group
Q154950,Q491325,1,Shell,Shinhan Financial Group
Q2659099,Q903957,1,Noble Energy,Icl Group Ltd
Q1472929,Q3303765,1,"Nasdaq, Inc.",Mead Johnson
Q1472929,Q48814381,1,"Nasdaq, Inc.",Aphria
Q3303765,Q47500199,1,Mead Johnson,Aurora Cannabis
Q3303765,Q48814381,1,Mead Johnson,Aphria
Q3303765,Q75256038,1,Mead Johnson,Cronos Group Inc
Q47500199,Q48814381,1,Aurora Cannabis,Aphria
Q1519267,Q44294,1,Omnicom Group,Ford Motor Company
Q1265181,Q193199,1,Dun & Bradstreet,UBS
Q1265181,Q2449642,1,Dun & Bradstreet,Transportadora de Gas del Sur
Q1418,Q2449642,1,Nokia,Transportadora de Gas del Sur
Q193199,Q2449642,1,UBS,Transportadora de Gas del Sur
Q16959629,Q916196,1,Nutanix,Citrix Systems
Q1145004,Q1655409,1,Randgold Resources,Iamgold
Q1145004,Q541076,1,Randgold Resources,AngloGold Ashanti
Q1655409,Q541076,1,Iamgold,AngloGold Ashanti
Q11235714,Q1961658,1,NIS Group,NV Energy
Q11235714,Q96481629,1,NIS Group,Ellomay Capital Ltd
Q1961658,Q96481629,1,NV Energy,Ellomay Capital Ltd
Q5370757,Q675585,1,Emergent,Moody's Corporation
Q1023765,Q66,1,CIT Group,Boeing
Q1374135,Q154950,1,Prudential plc,Shell
Q3884,Q739084,1,Amazon,U.S. Bancorp
Q1023765,Q757135,1,CIT Group,Atlas Air
Q20183163,Q487907,1,Union Pacific Corporation,Bank of America
Q20183163,Q66,1,Union Pacific Corporation,Boeing
Q20183163,Q757135,1,Union Pacific Corporation,Atlas Air
Q487907,Q757135,1,Bank of America,Atlas Air
Q25230554,Q2837996,1,21Vianet,Alliance Data
Q1046951,Q2842931,1,Target Corporation,American Eagle Outfitters
Q1046951,Q5096393,1,Target Corporation,Chico's FAS
Q1046951,Q60772582,1,Target Corporation,The Michaels Companies
Q2842931,Q319344,1,American Eagle Outfitters,Abercrombie & Fitch
Q2842931,Q420822,1,American Eagle Outfitters,Gap Inc.
Q2842931,Q483551,1,American Eagle Outfitters,Walmart
Q2842931,Q5096393,1,American Eagle Outfitters,Chico's FAS
Q2842931,Q5479360,1,American Eagle Outfitters,"Macy's, Inc."
Q2842931,Q60772582,1,American Eagle Outfitters,The Michaels Companies
Q2842931,Q715583,1,American Eagle Outfitters,Costco
Q319344,Q483551,1,Abercrombie & Fitch,Walmart
Q319344,Q5096393,1,Abercrombie & Fitch,Chico's FAS
Q319344,Q5479360,1,Abercrombie & Fitch,"Macy's, Inc."
Q319344,Q60772582,1,Abercrombie & Fitch,The Michaels Companies
Q319344,Q715583,1,Abercrombie & Fitch,Costco
Q420822,Q5096393,1,Gap Inc.,Chico's FAS
Q420822,Q60772582,1,Gap Inc.,The Michaels Companies
Q420822,Q715583,1,Gap Inc.,Costco
Q483551,Q5096393,1,Walmart,Chico's FAS
Q483551,Q60772582,1,Walmart,The Michaels Companies
Q5096393,Q5479360,1,Chico's FAS,"Macy's, Inc."
Q5096393,Q60772582,1,Chico's FAS,The Michaels Companies
Q5096393,Q715583,1,Chico's FAS,Costco
Q5479360,Q60772582,1,"Macy's, Inc.",The Michaels Companies
Q60772582,Q715583,1,The Michaels Companies,Costco
Q2837996,Q5427196,1,Alliance Data,FTI Consulting
Q1046951,Q1520122,1,Target Corporation,Getty Images
Q28222763,Q5154604,1,VIAVI Solutions,CommunityOne Bank
Q2934771,Q894585,1,Cameron International,Boston Scientific
Q4732268,Q675585,1,AllianceBernstein,Moody's Corporation
Q372657,Q7083862,1,Credit Suisse,Old Dominion Freight Line
Q1424293,Q219508,1,Itaú Unibanco,Citigroup
Q1961658,Q4046987,1,NV Energy,Pioneer Natural Resources
Q1961658,Q483637,1,NV Energy,Anadarko Petroleum
Q4046987,Q483637,1,Pioneer Natural Resources,Anadarko Petroleum
Q11159866,Q7924358,1,Gilat Satellite Networks Ltd.,Viasat
Q1472929,Q7924358,1,"Nasdaq, Inc.",Viasat
Q212405,Q668737,1,Procter & Gamble,Yum! Brands
Q334204,Q5123314,1,Morgan Stanley,City National Bank
Q372657,Q5123314,1,Credit Suisse,City National Bank
Q5123314,Q744149,1,City National Bank,Wells Fargo
Q312,Q7336661,1,Apple Inc.,Ritchie Bros. Auctioneers
Q2283,Q5479360,1,Microsoft,"Macy's, Inc."
Q3884,Q7336661,1,Amazon,Ritchie Bros. Auctioneers
Q1410137,Q1570773,1,Houlihan Lokey,Kohlberg Kravis Roberts
Q111384774,Q121816947,1,Cactus Inc.,Victory Capital
Q1511043,Q487907,1,Gerdau,Bank of America
Q487907,Q583268,1,Bank of America,Vale
Q1023876,Q1325987,1,CME Group,Tyson Foods
Q1023876,Q1477575,1,CME Group,Smithfield Foods
Q1318848,Q5162777,1,Intuit,Conseco
Q1009458,Q7893563,1,Bunge Limited,Essendant
Q632694,Q7893563,1,Archer Daniels Midland,Essendant
Q1129792,Q464996,1,The Cooper Companies,Nortel
Q1129792,Q484930,1,The Cooper Companies,Analog Devices
Q464996,Q484930,1,Nortel,Analog Devices
Q29739,Q3598926,1,International,JD.com
Q863127,Q9584,1,International Rectifier,Honda
Q29739,Q4688714,1,International,Aethlon Medical
Q1046951,Q22674048,1,Target Corporation,Main Street Capital Corp
Q1520122,Q22674048,1,Getty Images,Main Street Capital Corp
Q1520122,Q3301958,1,Getty Images,Overstock.com
Q1520122,Q3540193,1,Getty Images,Wayfair
Q1520122,Q483551,1,Getty Images,Walmart
Q1520122,Q5479360,1,Getty Images,"Macy's, Inc."
Q1520122,Q920037,1,Getty Images,J. C. Penney
Q22674048,Q2283,1,Main Street Capital Corp,Microsoft
Q22674048,Q3301958,1,Main Street Capital Corp,Overstock.com
Q22674048,Q3540193,1,Main Street Capital Corp,Wayfair
Q22674048,Q483551,1,Main Street Capital Corp,Walmart
Q22674048,Q5479360,1,Main Street Capital Corp,"Macy's, Inc."
Q22674048,Q920037,1,Main Street Capital Corp,J. C. Penney
Q2283,Q3301958,1,Microsoft,Overstock.com
Q2283,Q3540193,1,Microsoft,Wayfair
Q1465461,Q501476,1,National Grid,Hasbro
Q1465461,Q66,1,National Grid,Boeing
Q501476,Q66,1,Hasbro,Boeing
Q11463,Q5926631,1,Adobe,HubSpot
Q3301958,Q5479360,1,Overstock.com,"Macy's, Inc."
Q3301958,Q920037,1,Overstock.com,J. C. Penney
Q3540193,Q5479360,1,Wayfair,"Macy's, Inc."
Q3540193,Q920037,1,Wayfair,J. C. Penney
Q20800404,Q27530,1,Alphabet Inc.,Mercedes-Benz Group
Q5439999,Q787044,1,Federal Agricultural Mortgage Corporation,Autoliv
Q1046951,Q17145596,1,Target Corporation,Tesco Corporation
Q153417,Q17145596,1,Kroger,Tesco Corporation
Q17145596,Q1809448,1,Tesco Corporation,Whole Foods Market
Q17145596,Q715583,1,Tesco Corporation,Costco
Q1809448,Q715583,1,Whole Foods Market,Costco
Q5158765,Q5533818,1,Concord,Genuine Parts Company
Q19923099,Q328840,1,Hewlett Packard Enterprise,Visa
Q53268,Q7969661,1,Toyota,Warnaco Group
Q41187,Q95,1,Sony Group,Google
Q1577587,Q5450340,1,Marathon Oil,Finisar
Q1577587,Q7912506,1,Marathon Oil,Valmont Industries
Q108770716,Q502940,1,Samsara,General Dynamics
Q16983765,Q2283,1,Prologis,Microsoft
Q135325,Q5152510,1,Alcoa,Commercial Metals Company
Q18619982,Q5152510,1,Century Aluminum,Commercial Metals Company
Q5152510,Q72539,1,Commercial Metals Company,U.S. Steel
Q1977666,Q824278,1,Paysafe Group,Six Flags
Q219508,Q941127,1,Citigroup,Salesforce
Q245343,Q941127,1,Barclays plc,Salesforce
Q4972280,Q941127,1,Broadridge Financial Solutions,Salesforce
Q66048,Q941127,1,Deutsche Bank,Salesforce
Q2357515,Q502940,1,Stryker Corporation,General Dynamics
Q1570773,Q4745263,1,Kohlberg Kravis Roberts,American Tower Corporation
Q157062,Q689791,1,Unilever,ISS
Q1472929,Q3009498,1,"Nasdaq, Inc.",MSA Safety
Q3009498,Q85769888,1,MSA Safety,Iovance Biotherapeutics
Q2529982,Q54173,1,The New York Times Company,General Electric
Q11463,Q63327,1,Adobe,Airbnb
Q5287613,Q5926631,1,Docusign,HubSpot
Q5287613,Q63327,1,Docusign,Airbnb
Q5926631,Q63327,1,HubSpot,Airbnb
Q38589917,Q7086908,1,DowDuPont,Olin Corporation
Q127278673,Q22909236,1,LinkedIn Corporation,Instacart
Q122141,Q5095516,1,Vodafone,Chicago Bridge & Iron Company
Q157062,Q5095516,1,Unilever,Chicago Bridge & Iron Company
Q1676726,Q5095516,1,J. Walter Thompson,Chicago Bridge & Iron Company
Q37158,Q950380,1,Starbucks,CBS Corporation
Q17145596,Q328840,1,Tesco Corporation,Visa
Q15272375,Q95,1,RetailMeNot,Google
Q5972276,Q806693,1,Voya Financial,BMO Financial Group
Q1028449,Q7501150,1,Cameco,Shopify
Q217583,Q2923022,1,Berkshire Hathaway,Boyd Gaming
Q1785405,Q6058618,1,Newmont Mining Corporation,Intrepid Potash
Q5450340,Q7912506,1,Finisar,Valmont Industries
Q6717732,Q7912506,1,MSC Industrial Direct,Valmont Industries
Q1472929,Q1529234,1,"Nasdaq, Inc.",Rockwell Automation
Q1472929,Q642189,1,"Nasdaq, Inc.",Medtronic
Q1529234,Q479167,1,Rockwell Automation,Steelcase
Q1529234,Q642189,1,Rockwell Automation,Medtronic
Q1529234,Q894585,1,Rockwell Automation,Boston Scientific
Q479167,Q642189,1,Steelcase,Medtronic
Q479167,Q894585,1,Steelcase,Boston Scientific
Q106158,Q1459595,1,S&P Global Ratings,Revlon
Q1459595,Q868587,1,Revlon,S&P Global
Q155026,Q328840,1,United Parcel Service,Visa
Q155026,Q544847,1,United Parcel Service,Qualcomm
Q155026,Q81965,1,United Parcel Service,General Motors
Q20183163,Q328840,1,Union Pacific Corporation,Visa
Q20183163,Q35476,1,Union Pacific Corporation,AT&T
Q20183163,Q544847,1,Union Pacific Corporation,Qualcomm
Q312,Q502121,1,Apple Inc.,BlackBerry
Q157062,Q5189378,1,Unilever,Crown Holdings
Q1570773,Q5189378,1,Kohlberg Kravis Roberts,Crown Holdings
Q303341,Q5189378,1,Wyndham Worldwide,Crown Holdings
Q1472929,Q1526456,1,"Nasdaq, Inc.",Kimball International
Q2943995,Q507154,1,Cellectis,Novartis
Q1410766,Q202972,1,Fibria,International Paper
Q1410766,Q372657,1,Fibria,Credit Suisse
Q202972,Q372657,1,International Paper,Credit Suisse
Q1653258,Q631047,1,ICICI Bank,HDFC Bank
Q334204,Q668737,1,Morgan Stanley,Yum! Brands
Q334204,Q7616390,1,Morgan Stanley,Stifel
Q37158,Q668737,1,Starbucks,Yum! Brands
Q37158,Q7616390,1,Starbucks,Stifel
Q668737,Q7616390,1,Yum! Brands,Stifel
Q1049080,Q544847,1,Juniper Networks,Qualcomm
Q1418,Q544847,1,Nokia,Qualcomm
Q15727302,Q319642,1,Arcos Dorados Holdings,Chevron Corporation
Q15727302,Q3370152,1,Arcos Dorados Holdings,"Patterson-UTI Energy, Inc"
Q319642,Q3370152,1,Chevron Corporation,"Patterson-UTI Energy, Inc"
Q24204571,Q66048,1,Signature Bank,Deutsche Bank
Q111384721,Q206921,1,Meridian Corporation,Pfizer
Q111384721,Q899010,1,Meridian Corporation,Mylan
Q1472929,Q20183163,1,"Nasdaq, Inc.",Union Pacific Corporation
Q1472929,Q328840,1,"Nasdaq, Inc.",Visa
Q155026,Q20183163,1,United Parcel Service,Union Pacific Corporation
Q3511885,Q38076,1,T-Mobile US,McDonald's
Q3511885,Q842947,1,T-Mobile US,Celgene
Q3511885,Q92639564,1,T-Mobile US,Arconic
Q38076,Q92639564,1,McDonald's,Arconic
Q842947,Q92639564,1,Celgene,Arconic
Q3884,Q643674,1,Amazon,Thermo Fisher Scientific
Q26678,Q502344,1,BMW Group,Lear Corporation
Q502344,Q81965,1,Lear Corporation,General Motors
Q312,Q739084,1,Apple Inc.,U.S. Bancorp
Q328840,Q81965,1,Visa,General Motors
Q544847,Q81965,1,Qualcomm,General Motors
Q7569806,Q831445,1,Southern Copper Corporation,Sinopec
Q18619470,Q334204,1,Restaurant Brands International,Morgan Stanley
Q18619470,Q37158,1,Restaurant Brands International,Starbucks
Q18619470,Q668737,1,Restaurant Brands International,Yum! Brands
Q18619470,Q7616390,1,Restaurant Brands International,Stifel
Q312,Q644289,1,Apple Inc.,Altice USA
Q3884,Q644289,1,Amazon,Altice USA
Q14772,Q926806,1,Baidu,Carlyle Group
Q301965,Q38076,1,Sprint Corporation,McDonald's
Q301965,Q842947,1,Sprint Corporation,Celgene
Q301965,Q92639564,1,Sprint Corporation,Arconic
Q2099437,Q56527497,1,Plexus Corporation,"Neenah, Inc."
Q108770716,Q2749364,1,Samsara,Fortinet
Q108770716,Q291508,1,Samsara,AES Corporation
Q108770716,Q905998,1,Samsara,Sasol
Q248,Q2749364,1,Intel,Fortinet
Q248,Q291508,1,Intel,AES Corporation
Q248,Q905998,1,Intel,Sasol
Q2749364,Q291508,1,Fortinet,AES Corporation
Q328840,Q544847,1,Visa,Qualcomm
Q334204,Q92639564,1,Morgan Stanley,Arconic
Q2749364,Q905998,1,Fortinet,Sasol
Q291508,Q905998,1,AES Corporation,Sasol
Q13218598,Q7191691,1,NatWest Group,Pier 1 Imports
Q245343,Q7191691,1,Barclays plc,Pier 1 Imports
Q372657,Q7191691,1,Credit Suisse,Pier 1 Imports
Q66048,Q7191691,1,Deutsche Bank,Pier 1 Imports
Q1024454,Q193326,1,CSX Corporation,Goldman Sachs
Q1024454,Q319642,1,CSX Corporation,Chevron Corporation
Q1024454,Q334204,1,CSX Corporation,Morgan Stanley
Q319642,Q37156,1,Chevron Corporation,IBM
Q1122329,Q312,1,Computer Sciences Corporation,Apple Inc.
Q16972754,Q48976818,1,Coinbase,NeoGenomics
Q16972754,Q5324516,1,Coinbase,eToro
Q48976818,Q5324516,1,NeoGenomics,eToro
Q1662481,Q2909088,1,IHS Inc.,Boise Cascade
Q1885099,Q2961234,1,Time Warner Cable,Charter Communications
Q248,Q6049324,1,Intel,International Coal Group
Q17082992,Q5674337,1,SPS Commerce,Harte Hanks
Q17082992,Q7858039,1,SPS Commerce,Twilio
Q5674337,Q7858039,1,Harte Hanks,Twilio
Q1472929,Q7248285,1,"Nasdaq, Inc.",Profire Energy
Q2837996,Q938668,1,Alliance Data,Sina Corporation
Q1570773,Q219635,1,Kohlberg Kravis Roberts,BlackRock
Q116452644,Q219508,1,"Netflix, Inc.",Citigroup
Q1129792,Q518016,1,The Cooper Companies,Unisys
Q1129792,Q7695737,1,The Cooper Companies,TTEC
Q518016,Q7695737,1,Unisys,TTEC
Q2529982,Q2985356,1,The New York Times Company,NDTV
Q2985356,Q3884,1,NDTV,Amazon
Q1785405,Q193199,1,Newmont Mining Corporation,UBS
Q1785405,Q194360,1,Newmont Mining Corporation,American Express
Q1785405,Q37156,1,Newmont Mining Corporation,IBM
Q193199,Q37156,1,UBS,IBM
Q1655409,Q97961992,1,Iamgold,Brilliance China Automotive Holdings
Q245343,Q97961992,1,Barclays plc,Brilliance China Automotive Holdings
Q14993631,Q27530,1,Science Applications International Corporation,Mercedes-Benz Group
Q1957521,Q30298339,1,Mitel,POET Technologies
Q5384453,Q95,1,Equifax,Google
Q1541470,Q3884,1,GPA,Amazon
Q1472929,Q1812489,1,"Nasdaq, Inc.",Odyssey Marine Exploration
Q1141267,Q122141,1,Thomson Reuters,Vodafone
Q1141267,Q152433,1,Thomson Reuters,Xerox
Q1141267,Q483551,1,Thomson Reuters,Walmart
Q1141267,Q544847,1,Thomson Reuters,Qualcomm
Q122141,Q152433,1,Vodafone,Xerox
Q122141,Q483551,1,Vodafone,Walmart
Q122141,Q544847,1,Vodafone,Qualcomm
Q152433,Q544847,1,Xerox,Qualcomm
Q54173,Q663452,1,General Electric,TE Connectivity
Q152433,Q880942,1,Xerox,Blackstone Group
Q483551,Q544847,1,Walmart,Qualcomm
Q483551,Q880942,1,Walmart,Blackstone Group
Q544847,Q880942,1,Qualcomm,Blackstone Group
Q1129792,Q735261,1,The Cooper Companies,Royal Bank of Canada
Q1129792,Q7856196,1,The Cooper Companies,Turquoise Hill Resources
Q735261,Q7856196,1,Royal Bank of Canada,Turquoise Hill Resources
Q106158,Q21639712,1,S&P Global Ratings,Sibanye-Stillwater
Q58041994,Q7598287,1,TRI Pointe Group,Standard Pacific Homes
Q1359568,Q501476,1,Alibaba Group,Hasbro
Q1359568,Q596139,1,Alibaba Group,Mattel
Q1009458,Q207983,1,Bunge Limited,Monsanto
Q1009458,Q221062,1,Bunge Limited,DuPont
Q1009458,Q38589917,1,Bunge Limited,DowDuPont
Q1009458,Q397223,1,Bunge Limited,Agrium
Q1472929,Q1585599,1,"Nasdaq, Inc.",Harman International Industries
Q1009458,Q855639,1,Bunge Limited,Dow Chemical Company
Q1009458,Q902908,1,Bunge Limited,Potash Corporation of Saskatchewan
Q207983,Q397223,1,Monsanto,Agrium
Q207983,Q855639,1,Monsanto,Dow Chemical Company
Q207983,Q902908,1,Monsanto,Potash Corporation of Saskatchewan
Q221062,Q397223,1,DuPont,Agrium
Q221062,Q902908,1,DuPont,Potash Corporation of Saskatchewan
Q38589917,Q397223,1,DowDuPont,Agrium
Q38589917,Q902908,1,DowDuPont,Potash Corporation of Saskatchewan
Q397223,Q632694,1,Agrium,Archer Daniels Midland
Q397223,Q855639,1,Agrium,Dow Chemical Company
Q397223,Q902908,1,Agrium,Potash Corporation of Saskatchewan
Q632694,Q855639,1,Archer Daniels Midland,Dow Chemical Company
Q632694,Q902908,1,Archer Daniels Midland,Potash Corporation of Saskatchewan
Q855639,Q902908,1,Dow Chemical Company,Potash Corporation of Saskatchewan
Q3208192,Q6049324,1,Stepan Company,International Coal Group
Q1057464,Q1152764,1,Hilton Worldwide,Lloyds Banking Group
Q1057464,Q1155668,1,Hilton Worldwide,NXP Semiconductors
Q1057464,Q135683211,1,Hilton Worldwide,PayPal Holdings
Q1057464,Q1655409,1,Hilton Worldwide,Iamgold
Q1152764,Q1155668,1,Lloyds Banking Group,NXP Semiconductors
Q1152764,Q135683211,1,Lloyds Banking Group,PayPal Holdings
Q1152764,Q1655409,1,Lloyds Banking Group,Iamgold
Q1152764,Q880942,1,Lloyds Banking Group,Blackstone Group
Q1155668,Q135683211,1,NXP Semiconductors,PayPal Holdings
Q1155668,Q1655409,1,NXP Semiconductors,Iamgold
Q135683211,Q1655409,1,PayPal Holdings,Iamgold
Q135683211,Q880942,1,PayPal Holdings,Blackstone Group
Q1418,Q1472929,1,Nokia,"Nasdaq, Inc."
Q1418,Q1585599,1,Nokia,Harman International Industries
