company,company_id,ticker,industry,company_url,market_cap_2026_01_01
Tennant Company,Q19884156,TNC,,http://www.wikidata.org/entity/Q19884156,1296911502.2392273
8x8,Q4645515,EGHT,,http://www.wikidata.org/entity/Q4645515,1296530228.6770935
"Matson, Inc.",Q6787989,MATX,shipping line,http://www.wikidata.org/entity/Q6787989,1286867910.5804443
Chesapeake Utilities,Q5092882,CPK,,http://www.wikidata.org/entity/Q5092882,1285211584.9319458
Oxford Industries,Q7115371,OXM,textile industry,http://www.wikidata.org/entity/Q7115371,1274575807.385254
Select Medical,Q16984522,SEM,health care,http://www.wikidata.org/entity/Q16984522,1272635323.357582
Tutor Perini,Q7856971,TPC,construction,http://www.wikidata.org/entity/Q7856971,1267913224.0797043
Wabash National,Q7958645,WNC,transport,http://www.wikidata.org/entity/Q7958645,1259415964.2791748
Marcus & Millichap,Q6757974,MMI,,http://www.wikidata.org/entity/Q6757974,1258054691.5466309
Dr. Reddy's Laboratories,Q908961,RDY,pharmaceutical industry,http://www.wikidata.org/entity/Q908961,1252821325.996399
Entergy Texas,Q5617531,EZT,,http://www.wikidata.org/entity/Q5617531,1233377760.6487274
Federal Signal Corporation,Q1400073,FSS,automotive supplier,http://www.wikidata.org/entity/Q1400073,1205446216.1556244
Quad,Q7268255,QUAD,,http://www.wikidata.org/entity/Q7268255,1191216640.1067734
St. Joe Company,Q7588561,JOE,real estate development,http://www.wikidata.org/entity/Q7588561,1189494949.72229
Abercrombie & Fitch,Q319344,ANF,retail,http://www.wikidata.org/entity/Q319344,1183010653.99292
Southside Bank,Q134008655,SBSI,,http://www.wikidata.org/entity/Q134008655,1181811002.708435
Constellium,Q2995071,CSTM,fund management,http://www.wikidata.org/entity/Q2995071,1178956359.664917
Buckle,Q4983306,BKE,retail,http://www.wikidata.org/entity/Q4983306,1148414625.0
First Majestic Silver,Q5453243,AG,mining,http://www.wikidata.org/entity/Q5453243,1131982961.5592957
Kenon Holdings Ltd,Q19605389,KEN,,http://www.wikidata.org/entity/Q19605389,1126750415.1468277
Helix Energy Solutions Group,Q5706267,hlx,petroleum industry,http://www.wikidata.org/entity/Q5706267,1116771954.0299377
Kadant,Q16980871,KAI,,http://www.wikidata.org/entity/Q16980871,1115172936.9483948
First BanCorp,Q5452333,FBP,bank,http://www.wikidata.org/entity/Q5452333,1103017779.3741226
Arista Networks,Q2861324,ANET,computer network,http://www.wikidata.org/entity/Q2861324,1094888919.4900665
Yext,Q8053341,YEXT,technology industry,http://www.wikidata.org/entity/Q8053341,1093628027.7248383
Koppers,Q1784126,KOP,,http://www.wikidata.org/entity/Q1784126,1074834972.2213745
Cementos Pacasmayo,Q5058678,CPAC,,http://www.wikidata.org/entity/Q5058678,1067952447.1458435
Shopify,Q7501150,SHOP,e-commerce,http://www.wikidata.org/entity/Q7501150,1067590240.322113
Rayonier Advanced Materials,Q18619467,RYAM,,http://www.wikidata.org/entity/Q18619467,1060708819.5724487
Banco Latinoamericano de Comercio Exterior,Q25104482,BLX,,http://www.wikidata.org/entity/Q25104482,1058907724.9835968
e.l.f. Cosmetics,Q5422801,ELF,cosmetics industry,http://www.wikidata.org/entity/Q5422801,1043159800.028801
Stillwater Mining Company,Q7617297,SWC,,http://www.wikidata.org/entity/Q7617297,1031806500.0
Mueller Industries,Q16885315,MLI,,http://www.wikidata.org/entity/Q16885315,1024020898.3203888
Meritage Homes Corporation,Q6819538,MTH,,http://www.wikidata.org/entity/Q6819538,1023134735.2458954
TrueBlue,Q33127130,TBI,,http://www.wikidata.org/entity/Q33127130,1010405000.0
Stewart Information Services Corporation,Q7615829,STC,financial services,http://www.wikidata.org/entity/Q7615829,1010098601.7814636
Tenneco,Q1509038,TEN,automotive part,http://www.wikidata.org/entity/Q1509038,1008557090.6410217
3D Systems,Q4636301,DDD,3D printing,http://www.wikidata.org/entity/Q4636301,983767719.0914154
Materion,Q4979671,MTRN,,http://www.wikidata.org/entity/Q4979671,983464709.122467
M/I Homes,Q98424095,MHO,,http://www.wikidata.org/entity/Q98424095,982560363.583374
China Yuchai International,Q16957733,CYD,automotive part,http://www.wikidata.org/entity/Q16957733,979485600.0
"Sturm, Ruger & Co.",Q1508526,RGR,weapons industry,http://www.wikidata.org/entity/Q1508526,975029273.361206
Aimco,Q293796,AIV,real estate investment trust,http://www.wikidata.org/entity/Q293796,960912520.4734802
E. W. Scripps Company,Q283457,SSP,broadcast television system,http://www.wikidata.org/entity/Q283457,948053467.4516144
Lindsay Manufacturing,Q6552749,LNN,,http://www.wikidata.org/entity/Q6552749,945627447.2808838
Forestar Group,Q5469210,FOR,,http://www.wikidata.org/entity/Q5469210,922655800.0
Dine Brands Global,Q5278020,DIN,restaurant industry,http://www.wikidata.org/entity/Q5278020,897834750.8983612
Workiva,Q18156998,WK,,http://www.wikidata.org/entity/Q18156998,895082804.0445328
Central Pacific Bank,Q5061578,CPF,,http://www.wikidata.org/entity/Q5061578,891902082.7188492
Griffon Corporation,Q16840288,GFF,conglomerate,http://www.wikidata.org/entity/Q16840288,865876236.2312317
Volaris,Q431757,VLRS,,http://www.wikidata.org/entity/Q431757,849927568.5119629
Kindred Healthcare,Q921363,KND,health care,http://www.wikidata.org/entity/Q921363,843246203.4189224
Medifast,Q6806861,MED,,http://www.wikidata.org/entity/Q6806861,832840251.8737793
Byline Bank,Q6824994,BY,economics of banking,http://www.wikidata.org/entity/Q6824994,831950405.1303864
SuperValu,Q682047,SVU,retail,http://www.wikidata.org/entity/Q682047,829558814.6505356
Harmony Gold,Q1507228,HMY,,http://www.wikidata.org/entity/Q1507228,828610107.0728989
Federal Agricultural Mortgage Corporation,Q5439999,AGM,,http://www.wikidata.org/entity/Q5439999,825392857.4638367
Evogene Ltd,Q6981538,EVGN,biotechnology,http://www.wikidata.org/entity/Q6981538,816951580.3024292
Gorman-Rupp Company,Q5586622,GRC,,http://www.wikidata.org/entity/Q5586622,814786962.0986938
Sonic Automotive,Q7561788,SAH,automotive industry,http://www.wikidata.org/entity/Q7561788,787281827.5554657
Jinko Solar,Q20182011,JKS,photovoltaics,http://www.wikidata.org/entity/Q20182011,782743300.1689911
Titan Tire Corporation,Q7809776,TWI,,http://www.wikidata.org/entity/Q7809776,770363110.8448029
Brooklyn Rapid Transit Company,Q2926166,B,,http://www.wikidata.org/entity/Q2926166,768190609.1761589
Barnes Group,Q4861529,B,aerospace industry,http://www.wikidata.org/entity/Q4861529,768190609.1761589
Marcus Corporation,Q6758107,MCS,hospitality industry,http://www.wikidata.org/entity/Q6758107,760863335.612297
Clearwater Paper,Q5130952,CLW,pulp and paper industry,http://www.wikidata.org/entity/Q5130952,746076385.0753784
SandRidge Energy,Q7415751,SD,petroleum industry,http://www.wikidata.org/entity/Q7415751,743918479.2251587
Aerohive Networks,Q4688284,HIVE,information technology,http://www.wikidata.org/entity/Q4688284,742274209.6658707
Movado,Q939816,MOV,,http://www.wikidata.org/entity/Q939816,739669437.5255585
Baytex Energy,Q4874958,BTE,petroleum industry,http://www.wikidata.org/entity/Q4874958,718248000.0
"Argan, Inc.",Q111384689,AGX,,http://www.wikidata.org/entity/Q111384689,700546500.0
National Presto Industries,Q6975043,NPK,product,http://www.wikidata.org/entity/Q6975043,693864617.7078247
Barrick Mining Corporation,Q808908,GOLD,mining,http://www.wikidata.org/entity/Q808908,665936242.6597595
Donnelley Financial Solutions,Q65086808,DFIN,,http://www.wikidata.org/entity/Q65086808,660710992.2409058
MBIA,Q1371852,MBI,finance,http://www.wikidata.org/entity/Q1371852,649748864.5172653
Genesco,Q5532704,GCO,,http://www.wikidata.org/entity/Q5532704,647179000.0
Entravision Communications,Q5380687,EVC,mass media,http://www.wikidata.org/entity/Q5380687,646494428.6230087
Unitil Corporation,Q17144598,UTL,public utility,http://www.wikidata.org/entity/Q17144598,644190880.9173584
Costamare,Q1136433,CMRE,water transport,http://www.wikidata.org/entity/Q1136433,630055147.9172707
Tredegar corporation,Q7837478,TG,,http://www.wikidata.org/entity/Q7837478,629965465.0325775
"Stride, Inc.",Q6324302,LRN,educational technology,http://www.wikidata.org/entity/Q6324302,625504394.9930191
FutureFuel,Q15917534,FF,,http://www.wikidata.org/entity/Q15917534,616437506.6757202
Beazer Homes USA,Q4878288,BZH,,http://www.wikidata.org/entity/Q4878288,614168643.7294006
Westwood Holdings Group,Q21010691,WHG,,http://www.wikidata.org/entity/Q21010691,596978484.1452026
Whitestone REIT,Q100323973,WSR,,http://www.wikidata.org/entity/Q100323973,581077479.8469543
Tidewater,Q7800873,TDW,water transport,http://www.wikidata.org/entity/Q7800873,577260070.9751129
Biglari Holdings Inc.,Q4906978,BH,,http://www.wikidata.org/entity/Q4906978,571211714.25354
Petroleum & Resources Corporation,Q7178935,PEO,investment,http://www.wikidata.org/entity/Q7178935,566467716.3566589
A10 Networks,Q16157155,ATEN,computer network,http://www.wikidata.org/entity/Q16157155,546315049.1526604
Tejon Ranch,Q7695260,TRC,,http://www.wikidata.org/entity/Q7695260,538726157.9395294
UMH Properties,Q25103752,UMH,,http://www.wikidata.org/entity/Q25103752,528772676.4623642
Global Ship Lease,Q117392567,GSL,,http://www.wikidata.org/entity/Q117392567,510229233.31832886
Community Health Systems,Q5154770,CYH,health care industry,http://www.wikidata.org/entity/Q5154770,484255526.0181427
Havertys,Q5683881,HVT,,http://www.wikidata.org/entity/Q5683881,476463126.975441
GameStop,Q202210,GME,retail,http://www.wikidata.org/entity/Q202210,457487181.9448471
Pengrowth Energy,Q7162745,PGH,petroleum industry,http://www.wikidata.org/entity/Q7162745,450334788.02108765
Link Motion Inc,Q6955096,LKM,,http://www.wikidata.org/entity/Q6955096,450328437.8633499
Silvercorp Metals,Q7516654,SVM,mining,http://www.wikidata.org/entity/Q7516654,449078460.3843689
Tillys,Q7802889,TLYS,retail,http://www.wikidata.org/entity/Q7802889,429737406.66389465
Deckers Outdoor Corporation,Q1181953,DECK,,http://www.wikidata.org/entity/Q1181953,424828787.5
Amplify Energy,Q96371983,AMPY,,http://www.wikidata.org/entity/Q96371983,415392002.08854675
OFG Bancorp,Q7102329,OFG,financial services,http://www.wikidata.org/entity/Q7102329,413656383.2130432
Unisys,Q518016,UIS,IT service management,http://www.wikidata.org/entity/Q518016,412709460.6826782
Park Electrochemical Corp,Q16983368,PKE,,http://www.wikidata.org/entity/Q16983368,397806382.277298
Ameresco,Q124723674,AMRC,energy industry,http://www.wikidata.org/entity/Q124723674,391539097.3674774
Cato Corporation,Q16956136,CATO,retail,http://www.wikidata.org/entity/Q16956136,391359769.8755264
Texas Pacific Land Trust,Q7707900,TPL,,http://www.wikidata.org/entity/Q7707900,389984920.5364227
"Ryerson, Inc.",Q7385029,RYI,steel,http://www.wikidata.org/entity/Q7385029,386639745.8181381
Braemar Hotels & Resorts,Q63862184,BHR,,http://www.wikidata.org/entity/Q63862184,355580434.61380005
Oppenheimer Holdings,Q7098552,OPY,financial services,http://www.wikidata.org/entity/Q7098552,355367989.88342285
Hamilton Beach Brands,Q5644848,HBB,,http://www.wikidata.org/entity/Q5644848,351269653.3023834
Vishay Precision Group,Q120007567,VPG,electronics,http://www.wikidata.org/entity/Q120007567,338881154.8599243
Maui Land & Pineapple Company,Q6792378,MLP,,http://www.wikidata.org/entity/Q6792378,330594335.4206085
Zoës Kitchen,Q8074747,ZOES,fast casual restaurant,http://www.wikidata.org/entity/Q8074747,327788898.5385895
Ducommun,Q5311573,DCO,,http://www.wikidata.org/entity/Q5311573,323803683.6833954
Calix,Q5021439,CALX,telecommunications,http://www.wikidata.org/entity/Q5021439,307727445.1354027
Miller Industries,Q96418958,MLR,automotive industry,http://www.wikidata.org/entity/Q96418958,293714931.3144684
FranklinCovey,Q5491211,FC,,http://www.wikidata.org/entity/Q5491211,287559725.0
Coterra Energy,Q4035714,CTRA,petroleum industry,http://www.wikidata.org/entity/Q4035714,283140003.7765503
NACCO Industries,Q6952158,NC,,http://www.wikidata.org/entity/Q6952158,257759440.44647217
Ooma,Q7095328,OOMA,telecommunications,http://www.wikidata.org/entity/Q7095328,226889866.37859344
IDT Corporation,Q1925384,IDT,telecommunications,http://www.wikidata.org/entity/Q1925384,219230768.20363998
"GulfMark Offshore, Inc",Q124724948,GLF,,http://www.wikidata.org/entity/Q124724948,200659056.9879532
Natural Grocers,Q17146520,NGVC,retail,http://www.wikidata.org/entity/Q17146520,199579255.8204651
Barracuda Networks,Q4863194,CUDA,computer security,http://www.wikidata.org/entity/Q4863194,198569382.55906105
Zymeworks,Q16968498,ZYME,pharmaceutical industry,http://www.wikidata.org/entity/Q16968498,198154519.30761337
Chipotle Mexican Grill,Q465751,CMG,fast food,http://www.wikidata.org/entity/Q465751,160908205.5150509
Ampco Pittsburgh,Q4748076,AP,steel,http://www.wikidata.org/entity/Q4748076,154894595.2348709
Townsquare Media,Q7830269,TSQ,mass media,http://www.wikidata.org/entity/Q7830269,142053116.82486534
Build-A-Bear Workshop,Q1002992,BBW,retail,http://www.wikidata.org/entity/Q1002992,134848077.20432281
Kodak,Q486269,KODK,chemical industry,http://www.wikidata.org/entity/Q486269,131716515.94791412
DAQO,Q16973267,DQ,photovoltaics,http://www.wikidata.org/entity/Q16973267,128826684.55667496
Genie Energy,Q5533183,GNE,petroleum industry,http://www.wikidata.org/entity/Q5533183,113882331.48736954
dice.com,Q5272335,DHX,,http://www.wikidata.org/entity/Q5272335,98238168.76727343
Ellomay Capital Ltd,Q96481629,ELLO,environmental technology,http://www.wikidata.org/entity/Q96481629,96079500.0
BlueLinx,Q4928758,BXC,wholesale,http://www.wikidata.org/entity/Q4928758,88798629.2824173
REX American Resources,Q17143142,REX,,http://www.wikidata.org/entity/Q17143142,87643424.71670151
Universal Technical Institute,Q7894082,UTI,education,http://www.wikidata.org/entity/Q7894082,60445202.40187645
Harte Hanks,Q5674337,HHS,marketing,http://www.wikidata.org/entity/Q5674337,59067105.0
Amrep Corporation,Q4748634,AXR,,http://www.wikidata.org/entity/Q4748634,56786183.845710754
Chicago Bridge & Iron Company,Q5095516,CBI,,http://www.wikidata.org/entity/Q5095516,56396451.222360134
Vaalco Energy,Q7907809,EGY,petroleum industry,http://www.wikidata.org/entity/Q7907809,41498614.88986015
Mastech Digital,Q52876645,MHH,,http://www.wikidata.org/entity/Q52876645,27406962.143182755
Rockwell Collins,Q461210,COL,aerospace industry,http://www.wikidata.org/entity/Q461210,13916370.146378875
Micron Products,Q48741327,MICR,,http://www.wikidata.org/entity/Q48741327,9916025.0
Vectren,Q7917863,VVC,public utility,http://www.wikidata.org/entity/Q7917863,3323999.9257028103
