company,company_id,exchange,ticker,industry,market_cap,market_cap_date,company_url,revenue,revenue_date
Northrop Grumman Corporation,Q329953,New York Stock Exchange,NOC,shipbuilding,100425000000.0,2026-02-26 00:00:00+00:00,http://www.wikidata.org/entity/Q329953,41033000000.0,2024-01-01 00:00:00+00:00
StoneX,Q1666331,Nasdaq,SNEX,financial services,,,http://www.wikidata.org/entity/Q1666331,40961600000.0,2021-01-01 00:00:00+00:00
XPeng,Q63035278,New York Stock Exchange,XPEV,automotive industry,,,http://www.wikidata.org/entity/Q63035278,40866309000.0,2024-01-01 00:00:00+00:00
Telefónica,Q160229,New York Stock Exchange,TEF,telecommunications,22390000000.0,2025-01-23 00:00:00+00:00,http://www.wikidata.org/entity/Q160229,40652000000.0,2023-01-01 00:00:00+00:00
Qiwi,Q4047736,Nasdaq,QIWI,,,,http://www.wikidata.org/entity/Q4047736,40622000000.0,2020-01-01 00:00:00+00:00
Visa,Q328840,New York Stock Exchange,V,financial services,657727000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q328840,40000000000.0,2025-01-01 00:00:00+00:00
General Dynamics,Q502940,New York Stock Exchange,GD,mechanical engineering,92782000000.0,2026-02-26 00:00:00+00:00,http://www.wikidata.org/entity/Q502940,39407000000.0,2022-01-01 00:00:00+00:00
Thermo Fisher Scientific,Q643674,New York Stock Exchange,TMO,biotechnology industry,,,http://www.wikidata.org/entity/Q643674,39211000000.0,2021-01-01 00:00:00+00:00
American Express,Q194360,New York Stock Exchange,AXP,financial services,118000000000.0,2022-08-05 00:00:00+00:00,http://www.wikidata.org/entity/Q194360,38825000000.0,2024-01-01 00:00:00+00:00
CHS Inc.,Q5011381,Nasdaq,CHSCP,food industry,,,http://www.wikidata.org/entity/Q5011381,38448033000.0,2021-01-01 00:00:00+00:00
HF Sinclair,Q5881864,New York Stock Exchange,HFC,petroleum industry,,,http://www.wikidata.org/entity/Q5881864,38204839000.0,2022-01-01 00:00:00+00:00
Salesforce,Q941127,New York Stock Exchange,CRM,analytics,,,http://www.wikidata.org/entity/Q941127,37895000000.0,2024-01-01 00:00:00+00:00
Dollar General,Q145168,New York Stock Exchange,DG,retail,,,http://www.wikidata.org/entity/Q145168,37844863000.0,2022-01-01 00:00:00+00:00
Starbucks,Q37158,Nasdaq,SBUX,coffee industry,107369000000.0,2022-02-18 00:00:00+00:00,http://www.wikidata.org/entity/Q37158,37184400000.0,2025-01-01 00:00:00+00:00
The Travelers Companies,Q942471,New York Stock Exchange,TRV,insurance,,,http://www.wikidata.org/entity/Q942471,36884000000.0,2022-01-01 00:00:00+00:00
Occidental Petroleum,Q2013357,New York Stock Exchange,OXY,petroleum industry,,,http://www.wikidata.org/entity/Q2013357,36634000000.0,2022-01-01 00:00:00+00:00
Exelon,Q1383669,New York Stock Exchange,EXC,energy industry,43000000000.0,2023-04-23 00:00:00+00:00,http://www.wikidata.org/entity/Q1383669,36347000000.0,2021-01-01 00:00:00+00:00
Broadcom,Q790060,Nasdaq,AVGO,semiconductor industry,,,http://www.wikidata.org/entity/Q790060,35819000000.0,2023-10-29 00:00:00+00:00
"Honeywell International, Inc.",Q898208,New York Stock Exchange,HON,retail,143789555758.0,2022-12-24 00:00:00+00:00,http://www.wikidata.org/entity/Q898208,35466000000.0,2022-01-01 00:00:00+00:00
Tesoro Corporation,Q2037080,New York Stock Exchange,ANDV,petroleum industry,,,http://www.wikidata.org/entity/Q2037080,34975000000.0,2017-01-01 00:00:00+00:00
AMD,Q128896,Nasdaq,AMD,electrical industry,185240000000.0,2022-02-18 00:00:00+00:00,http://www.wikidata.org/entity/Q128896,34639000000.0,2025-01-01 00:00:00+00:00
AMD,Q128896,New York Stock Exchange,AMD,electrical industry,185240000000.0,2022-02-18 00:00:00+00:00,http://www.wikidata.org/entity/Q128896,34639000000.0,2025-01-01 00:00:00+00:00
UBS,Q193199,New York Stock Exchange,UBS,economics of banking,,,http://www.wikidata.org/entity/Q193199,34563000000.0,2022-01-01 00:00:00+00:00
Capital One,Q1034654,New York Stock Exchange,COF,financial services,,,http://www.wikidata.org/entity/Q1034654,34250000000.0,2022-01-01 00:00:00+00:00
3M,Q159433,New York Stock Exchange,MMM,mining industry,50101328208.0,2024-04-05 00:00:00+00:00,http://www.wikidata.org/entity/Q159433,34229000000.0,2022-01-01 00:00:00+00:00
Lennar Corporation,Q16981175,New York Stock Exchange,LEN,construction,,,http://www.wikidata.org/entity/Q16981175,33671010000.0,2022-01-01 00:00:00+00:00
D. R. Horton,Q5203782,New York Stock Exchange,DHI,construction,,,http://www.wikidata.org/entity/Q5203782,33480000000.0,2022-01-01 00:00:00+00:00
Air France-KLM,Q407237,Nasdaq,AFRAF,holding company activities,,,http://www.wikidata.org/entity/Q407237,33007000000.0,2025-01-01 00:00:00+00:00
Linde Group,Q682759,New York Stock Exchange,LIN,chemical industry,,,http://www.wikidata.org/entity/Q682759,33005000000.0,2024-01-01 00:00:00+00:00
Linde Group,Q682759,Nasdaq,LIN,chemical industry,,,http://www.wikidata.org/entity/Q682759,33005000000.0,2024-01-01 00:00:00+00:00
Ecopetrol,Q1282130,New York Stock Exchange,EC,petroleum industry,,,http://www.wikidata.org/entity/Q1282130,32800000000.0,2024-01-01 00:00:00+00:00
Mastercard,Q489921,New York Stock Exchange,MA,financial services,446250000000.0,2026-03-24 00:00:00+00:00,http://www.wikidata.org/entity/Q489921,32800000000.0,2025-01-01 00:00:00+00:00
Philip Morris International,Q1852556,New York Stock Exchange,PM,fast-moving consumer goods,,,http://www.wikidata.org/entity/Q1852556,31762000000.0,2022-01-01 00:00:00+00:00
NRG Energy,Q6955139,New York Stock Exchange,NRG,electricity supply company,,,http://www.wikidata.org/entity/Q6955139,31543000000.0,2022-01-01 00:00:00+00:00
Mondelez International,Q12857502,Nasdaq,MDLZ,food industry,,,http://www.wikidata.org/entity/Q12857502,31496000000.0,2022-01-01 00:00:00+00:00
Danaher Corporation,Q1159256,New York Stock Exchange,DHR,conglomerate,,,http://www.wikidata.org/entity/Q1159256,31471000000.0,2022-01-01 00:00:00+00:00
Medtronic,Q642189,New York Stock Exchange,MDT,medical technology industry,,,http://www.wikidata.org/entity/Q642189,31227000000.0,2022-01-01 00:00:00+00:00
SAP,Q552581,New York Stock Exchange,SAP,software development,,,http://www.wikidata.org/entity/Q552581,31207000000.0,2023-01-01 00:00:00+00:00
"CBRE, Inc.",Q1023013,New York Stock Exchange,CBRE,real estate industry,,,http://www.wikidata.org/entity/Q1023013,30828246000.0,2022-01-01 00:00:00+00:00
Micron Technology,Q1197548,Nasdaq,MU,,,,http://www.wikidata.org/entity/Q1197548,30758000000.0,2022-01-01 00:00:00+00:00
Paramount Global,Q76846862,Nasdaq,PARA,mass media,,,http://www.wikidata.org/entity/Q76846862,30154000000.0,2022-01-01 00:00:00+00:00
Deutsche Bank,Q66048,New York Stock Exchange,DB,financial services,18000000000.0,2016-08-08 00:00:00+00:00,http://www.wikidata.org/entity/Q66048,30100000000.0,2024-12-31 00:00:00+00:00
Raytheon,Q156644,New York Stock Exchange,RTN,aerospace industry,42080000000.0,2016-01-01 00:00:00+00:00,http://www.wikidata.org/entity/Q156644,29176000000.0,2019-01-01 00:00:00+00:00
ABB Group,Q52825,New York Stock Exchange,ABB,robotics,51603000000.0,2022-07-15 00:00:00+00:00,http://www.wikidata.org/entity/Q52825,28945000000.0,2021-12-31 00:00:00+00:00
PACCAR,Q1477661,Nasdaq,PCAR,automotive industry,,,http://www.wikidata.org/entity/Q1477661,28819700000.0,2022-01-01 00:00:00+00:00
Duke Energy,Q1264404,New York Stock Exchange,DUK,electricity generation,,,http://www.wikidata.org/entity/Q1264404,28675000000.0,2022-01-01 00:00:00+00:00
Hewlett Packard Enterprise,Q19923099,New York Stock Exchange,HPE,software industry,27800000000.0,2017-07-14 00:00:00+00:00,http://www.wikidata.org/entity/Q19923099,28496000000.0,2022-01-01 00:00:00+00:00
Dollar Tree,Q5289230,Nasdaq,DLTR,retail,,,http://www.wikidata.org/entity/Q5289230,28331700000.0,2022-01-01 00:00:00+00:00
ASML,Q297879,Nasdaq,ASML,semiconductor industry,,,http://www.wikidata.org/entity/Q297879,28262900000.0,2024-01-01 00:00:00+00:00
SLB,Q1425316,New York Stock Exchange,SLB,petroleum industry,,,http://www.wikidata.org/entity/Q1425316,28091000000.0,2022-01-01 00:00:00+00:00
Diageo,Q161140,New York Stock Exchange,DEO,beverage industry,,,http://www.wikidata.org/entity/Q161140,27964000000.0,2025-01-01 00:00:00+00:00
CTC Media,Q4403264,Nasdaq,CTCM,communication,,,http://www.wikidata.org/entity/Q4403264,27566612000.0,2017-01-01 00:00:00+00:00
PayPal Holdings,Q135683211,Nasdaq,PYPL,financial services,295490000000.0,2021-05-21 00:00:00+00:00,http://www.wikidata.org/entity/Q135683211,27518000000.0,2022-01-01 00:00:00+00:00
Gilead Sciences,Q663596,Nasdaq,GILD,pharmaceutical industry,66400000000.0,2019-06-28 00:00:00+00:00,http://www.wikidata.org/entity/Q663596,27281000000.0,2022-01-01 00:00:00+00:00
Applied Materials,Q621610,Nasdaq,AMAT,,,,http://www.wikidata.org/entity/Q621610,27176000000.0,2024-01-01 00:00:00+00:00
Corebridge Financial,Q115803672,New York Stock Exchange,CRBG,financial services,,,http://www.wikidata.org/entity/Q115803672,26679000000.0,2022-01-01 00:00:00+00:00
Kraft Heinz,Q19681433,Nasdaq,KHC,food industry,49440000000.0,2022-02-23 00:00:00+00:00,http://www.wikidata.org/entity/Q19681433,26485000000.0,2022-01-01 00:00:00+00:00
Pandora,Q2241604,Nasdaq,PANDORA,retail,,,http://www.wikidata.org/entity/Q2241604,26463000000.0,2022-01-01 00:00:00+00:00
Amgen,Q470517,Nasdaq,AMGN,pharmaceutical industry,,,http://www.wikidata.org/entity/Q470517,26323000000.0,2022-01-01 00:00:00+00:00
McDonald's,Q38076,New York Stock Exchange,MCD,food service,173430000000.0,2021-04-08 00:00:00+00:00,http://www.wikidata.org/entity/Q38076,25920000000.0,2024-01-01 00:00:00+00:00
Flex Ltd.,Q1140680,Nasdaq,FLEX,electronics,,,http://www.wikidata.org/entity/Q1140680,25813000000.0,2025-01-01 00:00:00+00:00
British American Tobacco,Q856411,New York Stock Exchange,BTI,tobacco industry,,,http://www.wikidata.org/entity/Q856411,25776000000.0,2020-01-01 00:00:00+00:00
EOG Resources,Q1275577,New York Stock Exchange,EOG,petroleum industry,,,http://www.wikidata.org/entity/Q1275577,25702000000.0,2022-01-01 00:00:00+00:00
HDFC Bank,Q631047,New York Stock Exchange,HDB,financial services,,,http://www.wikidata.org/entity/Q631047,25636300000.0,2024-01-01 00:00:00+00:00
Johnson Controls plc,Q667865,New York Stock Exchange,JCI,,,,http://www.wikidata.org/entity/Q667865,25299000000.0,2022-01-01 00:00:00+00:00
Viacom,Q214346,Nasdaq,VIA,media industry,26560000000.0,2021-04-22 00:00:00+00:00,http://www.wikidata.org/entity/Q214346,25285000000.0,2020-01-01 00:00:00+00:00
Live Nation Entertainment,Q1061903,New York Stock Exchange,LYV,show business,38930000000.0,2026-03-09 00:00:00+00:00,http://www.wikidata.org/entity/Q1061903,25201406000.0,2025-01-01 00:00:00+00:00
Nokia,Q1418,New York Stock Exchange,NOK,computer network,26257000000.0,2016-12-31 00:00:00+00:00,http://www.wikidata.org/entity/Q1418,24910000000.0,2022-01-01 00:00:00+00:00
Union Pacific Corporation,Q20183163,New York Stock Exchange,UNP,transport,,,http://www.wikidata.org/entity/Q20183163,24875000000.0,2022-01-01 00:00:00+00:00
Baker Hughes,Q804353,New York Stock Exchange,BHGE,petroleum industry,,,http://www.wikidata.org/entity/Q804353,24600000000.0,2013-01-01 00:00:00+00:00
"Macy's, Inc.",Q5479360,New York Stock Exchange,M,retail,,,http://www.wikidata.org/entity/Q5479360,24442000000.0,2022-01-01 00:00:00+00:00
AstraZeneca,Q731938,New York Stock Exchange,AZN,pharmaceutical industry,,,http://www.wikidata.org/entity/Q731938,24384000000.0,2019-01-01 00:00:00+00:00
Pioneer Natural Resources,Q4046987,New York Stock Exchange,PXD,petroleum industry,,,http://www.wikidata.org/entity/Q4046987,24294000000.0,2022-01-01 00:00:00+00:00
"Block, Inc.",Q110778747,New York Stock Exchange,SQ,financial services,33136000000.0,2026-02-26 00:00:00+00:00,http://www.wikidata.org/entity/Q110778747,24193683000.0,2025-01-01 00:00:00+00:00
Altria,Q445007,New York Stock Exchange,MO,food industry,,,http://www.wikidata.org/entity/Q445007,24018000000.0,2024-01-01 00:00:00+00:00
Southwest Airlines,Q503308,New York Stock Exchange,LUV,air transport,,,http://www.wikidata.org/entity/Q503308,23814000000.0,2022-01-01 00:00:00+00:00
CNH Industrial,Q15238661,New York Stock Exchange,CNHI,automotive industry,,,http://www.wikidata.org/entity/Q15238661,23551000000.0,2022-01-01 00:00:00+00:00
U.S. Bancorp,Q739084,New York Stock Exchange,USB,economics of banking,1587600000000.0,2021-07-17 00:00:00+00:00,http://www.wikidata.org/entity/Q739084,23325000000.0,2020-01-01 00:00:00+00:00
Cleveland-Cliffs,Q5133094,New York Stock Exchange,CLF,iron and steel industry,,,http://www.wikidata.org/entity/Q5133094,22989000000.0,2022-01-01 00:00:00+00:00
Builders FirstSource,Q27686100,New York Stock Exchange,BLDR,building materials trade,,,http://www.wikidata.org/entity/Q27686100,22726418000.0,2022-01-01 00:00:00+00:00
ING Group,Q645708,New York Stock Exchange,ING,"financial service activities, except insurance and pension funding",,,http://www.wikidata.org/entity/Q645708,22615000000.0,2024-01-01 00:00:00+00:00
Staples Inc.,Q785943,Nasdaq,SPLS,retail,,,http://www.wikidata.org/entity/Q785943,22492000000.0,2015-01-01 00:00:00+00:00
ONEOK,Q11074156,New York Stock Exchange,OKE,public utility,,,http://www.wikidata.org/entity/Q11074156,22386892000.0,2022-01-01 00:00:00+00:00
The Hartford,Q444110,New York Stock Exchange,HIG,,17870000000.0,2016-10-02 00:00:00+00:00,http://www.wikidata.org/entity/Q444110,22362000000.0,2022-01-01 00:00:00+00:00
Sherwin-Williams,Q48881,New York Stock Exchange,SHW,chemical industry,,,http://www.wikidata.org/entity/Q48881,22148900000.0,2022-01-01 00:00:00+00:00
International Paper,Q202972,New York Stock Exchange,IP,pulp and paper industry,,,http://www.wikidata.org/entity/Q202972,21161000000.0,2022-01-01 00:00:00+00:00
U.S. Steel,Q72539,New York Stock Exchange,X,iron and steel industry,9840000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q72539,21065000000.0,2022-01-01 00:00:00+00:00
NextEra Energy,Q967868,New York Stock Exchange,NEE,energy company,,,http://www.wikidata.org/entity/Q967868,20956000000.0,2022-01-01 00:00:00+00:00
Marriott International,Q1141173,Nasdaq,MAR,hospitality industry,,,http://www.wikidata.org/entity/Q1141173,20773000000.0,2022-01-01 00:00:00+00:00
Charles Schwab Corporation,Q1066028,New York Stock Exchange,SCHW,financial services,,,http://www.wikidata.org/entity/Q1066028,20762000000.0,2022-01-01 00:00:00+00:00
Eaton Corporation,Q48872,New York Stock Exchange,ETN,industrial manufacturing,96159000000.0,2023-01-01 00:00:00+00:00,http://www.wikidata.org/entity/Q48872,20752000000.0,2022-01-01 00:00:00+00:00
Marsh & McLennan Companies,Q1786345,New York Stock Exchange,MMC,,,,http://www.wikidata.org/entity/Q1786345,20720000000.0,2022-01-01 00:00:00+00:00
Kimberly-Clark,Q1741634,New York Stock Exchange,KMB,personal care product,,,http://www.wikidata.org/entity/Q1741634,20175000000.0,2022-01-01 00:00:00+00:00
Goodyear Tire and Rubber Company,Q620875,Nasdaq,GT,industrial manufacturing,,,http://www.wikidata.org/entity/Q620875,20066000000.0,2023-01-01 00:00:00+00:00
Texas Instruments,Q193412,Nasdaq,TXN,electronics,153992000000.0,2022-02-18 00:00:00+00:00,http://www.wikidata.org/entity/Q193412,20028000000.0,2022-01-01 00:00:00+00:00
"Waste Management, Inc",Q2552219,New York Stock Exchange,WM,waste management industry,,,http://www.wikidata.org/entity/Q2552219,19698000000.0,2022-01-01 00:00:00+00:00
Emerson Electric,Q1335585,New York Stock Exchange,EMR,electrical industry,,,http://www.wikidata.org/entity/Q1335585,19629000000.0,2022-01-01 00:00:00+00:00
Aflac,Q26311,New York Stock Exchange,AFL,,37700000000.0,2021-11-14 00:00:00+00:00,http://www.wikidata.org/entity/Q26311,19502000000.0,2022-01-01 00:00:00+00:00
Cognizant,Q1107035,Nasdaq,CTSH,information technology consulting,,,http://www.wikidata.org/entity/Q1107035,19428000000.0,2022-01-01 00:00:00+00:00
Fresenius Medical Care,Q650259,New York Stock Exchange,FMS,health care,,,http://www.wikidata.org/entity/Q650259,19336000000.0,2024-01-01 00:00:00+00:00
Lehman Brothers,Q212900,New York Stock Exchange,LEH,investment,,,http://www.wikidata.org/entity/Q212900,19257000000.0,2008-01-01 00:00:00+00:00
DTE Energy,Q5206232,New York Stock Exchange,DTE,energy industry,,,http://www.wikidata.org/entity/Q5206232,19228000000.0,2022-01-01 00:00:00+00:00
Kinder Morgan,Q931032,New York Stock Exchange,KMI,petroleum industry,40037000000.0,2023-04-14 00:00:00+00:00,http://www.wikidata.org/entity/Q931032,19200000000.0,2022-01-01 00:00:00+00:00
Devon Energy,Q1206980,New York Stock Exchange,DVN,petroleum industry,,,http://www.wikidata.org/entity/Q1206980,19169000000.0,2022-01-01 00:00:00+00:00
The Mosaic Company,Q7752327,New York Stock Exchange,MOS,agriculture,,,http://www.wikidata.org/entity/Q7752327,19125200000.0,2022-01-01 00:00:00+00:00
General Mills,Q629998,New York Stock Exchange,GIS,food industry,,,http://www.wikidata.org/entity/Q629998,18992800000.0,2022-01-01 00:00:00+00:00
Becton Dickinson,Q813780,New York Stock Exchange,BDX,biotechnology,,,http://www.wikidata.org/entity/Q813780,18870000000.0,2022-01-01 00:00:00+00:00
Lincoln National Corporation,Q1825763,New York Stock Exchange,LNC,insurance,,,http://www.wikidata.org/entity/Q1825763,18784000000.0,2022-01-01 00:00:00+00:00
Ross Dress for Less,Q3442791,Nasdaq,ROST,retail,,,http://www.wikidata.org/entity/Q3442791,18695829000.0,2022-01-01 00:00:00+00:00
Stryker Corporation,Q2357515,New York Stock Exchange,SYK,health technology,,,http://www.wikidata.org/entity/Q2357515,18449000000.0,2022-01-01 00:00:00+00:00
Baidu,Q14772,Nasdaq,BIDU,Internet,,,http://www.wikidata.org/entity/Q14772,18238000000.0,2024-01-01 00:00:00+00:00
Xerox,Q152433,New York Stock Exchange,XRX,computer industry,,,http://www.wikidata.org/entity/Q152433,18045000000.0,2015-01-01 00:00:00+00:00
Colgate-Palmolive,Q609466,New York Stock Exchange,CL,personal care product,,,http://www.wikidata.org/entity/Q609466,17967000000.0,2022-01-01 00:00:00+00:00
BlackRock,Q219635,New York Stock Exchange,BLK,asset management,120500000000.0,2018-09-14 00:00:00+00:00,http://www.wikidata.org/entity/Q219635,17860000000.0,2023-01-01 00:00:00+00:00
Estée Lauder,Q1260606,New York Stock Exchange,EL,cosmetics industry,,,http://www.wikidata.org/entity/Q1260606,17737000000.0,2022-01-01 00:00:00+00:00
Fiserv,Q1420513,New York Stock Exchange,FI,financial services,,,http://www.wikidata.org/entity/Q1420513,17737000000.0,2022-01-01 00:00:00+00:00
Fiserv,Q1420513,Nasdaq,FISV,financial services,,,http://www.wikidata.org/entity/Q1420513,17737000000.0,2022-01-01 00:00:00+00:00
PPG Industries,Q48754,New York Stock Exchange,PPG,glass,,,http://www.wikidata.org/entity/Q48754,17652000000.0,2022-01-01 00:00:00+00:00
Adobe,Q11463,Nasdaq,ADBE,artificial intelligence,252820000000.0,2022-02-02 00:00:00+00:00,http://www.wikidata.org/entity/Q11463,17606000000.0,2022-01-01 00:00:00+00:00
Principal Financial Group,Q3403513,Nasdaq,PFG,,,,http://www.wikidata.org/entity/Q3403513,17491600000.0,2022-01-01 00:00:00+00:00
Aptiv,Q643626,New York Stock Exchange,DLPH,automotive industry,,,http://www.wikidata.org/entity/Q643626,17489000000.0,2022-01-01 00:00:00+00:00
Lumen Technologies,Q5063092,New York Stock Exchange,LUMN,technology company,,,http://www.wikidata.org/entity/Q5063092,17478000000.0,2022-01-01 00:00:00+00:00
Corteva,Q63197674,New York Stock Exchange,CTVA,Pesticide and Other Agricultural Chemical Manufacturing,,,http://www.wikidata.org/entity/Q63197674,17450000000.0,2022-12-01 00:00:00+00:00
Lam Research,Q1342041,Nasdaq,LRCX,,,,http://www.wikidata.org/entity/Q1342041,17428516000.0,2022-01-01 00:00:00+00:00
Dominion Energy,Q677464,New York Stock Exchange,D,energy industry,,,http://www.wikidata.org/entity/Q677464,17174000000.0,2022-01-01 00:00:00+00:00
Koninklijke Philips Electronics N.V.,Q170416,New York Stock Exchange,PHG,electrical industry,25730000000.0,2022-02-02 00:00:00+00:00,http://www.wikidata.org/entity/Q170416,17156000000.0,2021-12-31 00:00:00+00:00
L3Harris Technologies,Q30291091,New York Stock Exchange,LHX,weapons industry,,,http://www.wikidata.org/entity/Q30291091,17062000000.0,2022-01-01 00:00:00+00:00
Stanley Black & Decker,Q706094,New York Stock Exchange,SWK,power tool,,,http://www.wikidata.org/entity/Q706094,16947400000.0,2022-01-01 00:00:00+00:00
"Automatic Data Processing, Inc. (ADP)",Q489080,Nasdaq,ADP,software industry,,,http://www.wikidata.org/entity/Q489080,16498300000.0,2022-01-01 00:00:00+00:00
The Bank of New York Mellon,Q589288,New York Stock Exchange,BK,economics of banking,,,http://www.wikidata.org/entity/Q589288,16377000000.0,2022-01-01 00:00:00+00:00
UAL Corporation,Q7863740,Nasdaq,,transport,,,http://www.wikidata.org/entity/Q7863740,16335000000.0,2009-01-01 00:00:00+00:00
TE Connectivity,Q663452,New York Stock Exchange,TEL,electronics,,,http://www.wikidata.org/entity/Q663452,16281000000.0,2022-01-01 00:00:00+00:00
AutoZone,Q4826087,New York Stock Exchange,AZO,automotive industry,,,http://www.wikidata.org/entity/Q4826087,16252230000.0,2022-01-01 00:00:00+00:00
PulteGroup,Q7259716,New York Stock Exchange,PHM,,,,http://www.wikidata.org/entity/Q7259716,16228995000.0,2022-01-01 00:00:00+00:00
Parker Hannifin,Q1470619,New York Stock Exchange,PH,industrial manufacturing,,,http://www.wikidata.org/entity/Q1470619,15861608000.0,2022-01-01 00:00:00+00:00
Westlake Corporation,Q17326957,New York Stock Exchange,WLK,petroleum industry,,,http://www.wikidata.org/entity/Q17326957,15794000000.0,2022-01-01 00:00:00+00:00
Consolidated Edison,Q1127536,New York Stock Exchange,ED,energy industry,,,http://www.wikidata.org/entity/Q1127536,15670000000.0,2022-01-01 00:00:00+00:00
Fluor,Q653581,New York Stock Exchange,FLR,construction,,,http://www.wikidata.org/entity/Q653581,15668477000.0,2020-01-01 00:00:00+00:00
Republic Services,Q7314415,New York Stock Exchange,RSG,waste management,,,http://www.wikidata.org/entity/Q7314415,15645100000.0,2022-01-01 00:00:00+00:00
Synchrony Financial,Q18387139,New York Stock Exchange,SYF,financial services,,,http://www.wikidata.org/entity/Q18387139,15625000000.0,2022-01-01 00:00:00+00:00
Kellanova,Q856897,New York Stock Exchange,K,food industry,,,http://www.wikidata.org/entity/Q856897,15315000000.0,2022-01-01 00:00:00+00:00
Xcel Energy,Q1486956,New York Stock Exchange,XEL,public utility,,,http://www.wikidata.org/entity/Q1486956,15310000000.0,2022-01-01 00:00:00+00:00
Xcel Energy,Q1486956,Nasdaq,XEL,public utility,,,http://www.wikidata.org/entity/Q1486956,15310000000.0,2022-01-01 00:00:00+00:00
Baxter International,Q761965,New York Stock Exchange,BAX,medical equipment,,,http://www.wikidata.org/entity/Q761965,15113000000.0,2022-01-01 00:00:00+00:00
Monsanto,Q207983,New York Stock Exchange,MON,biotechnology,,,http://www.wikidata.org/entity/Q207983,15000000000.0,2015-01-01 00:00:00+00:00
"XPO, Inc.",Q8042415,New York Stock Exchange,XPO,logistics,,,http://www.wikidata.org/entity/Q8042415,15000000000.0,2015-01-01 00:00:00+00:00
LabCorp,Q6466630,New York Stock Exchange,LH,health care,,,http://www.wikidata.org/entity/Q6466630,14876800000.0,2022-01-01 00:00:00+00:00
CSX Corporation,Q1024454,New York Stock Exchange,CSX,rail transport,58799000000.0,2025-05-15 00:00:00+00:00,http://www.wikidata.org/entity/Q1024454,14853000000.0,2022-01-01 00:00:00+00:00
CSX Corporation,Q1024454,Nasdaq,CSX,rail transport,58799000000.0,2025-05-15 00:00:00+00:00,http://www.wikidata.org/entity/Q1024454,14853000000.0,2022-01-01 00:00:00+00:00
BorgWarner,Q825943,New York Stock Exchange,BWA,automotive industry,,,http://www.wikidata.org/entity/Q825943,14800000000.0,2021-01-01 00:00:00+00:00
TIM Group,Q144617,New York Stock Exchange,TI,telecommunications,,,http://www.wikidata.org/entity/Q144617,14442000000.0,2024-01-01 00:00:00+00:00
O’Reilly Auto Parts,Q7071951,Nasdaq,ORLY,retail,,,http://www.wikidata.org/entity/Q7071951,14409860000.0,2022-01-01 00:00:00+00:00
Ameriprise Financial,Q2843129,New York Stock Exchange,AMP,financial services,,,http://www.wikidata.org/entity/Q2843129,14347000000.0,2022-01-01 00:00:00+00:00
Omnicom Group,Q1519267,New York Stock Exchange,OMC,mass media,,,http://www.wikidata.org/entity/Q1519267,14289100000.0,2022-01-01 00:00:00+00:00
Corning Inc.,Q5842736,New York Stock Exchange,GLW,biotechnology,27000000000.0,2017-06-30 00:00:00+00:00,http://www.wikidata.org/entity/Q5842736,14189000000.0,2022-01-01 00:00:00+00:00
Dr Pepper Snapple Group,Q1254149,New York Stock Exchange,DPS,beverage industry,,,http://www.wikidata.org/entity/Q1254149,14057000000.0,2022-01-01 00:00:00+00:00
Loews Corporation,Q826526,New York Stock Exchange,L,,,,http://www.wikidata.org/entity/Q826526,14044000000.0,2022-01-01 00:00:00+00:00
Fox Corporation,Q60238941,Nasdaq,FOX,media industry,,,http://www.wikidata.org/entity/Q60238941,13974000000.0,2022-01-01 00:00:00+00:00
Entergy,Q1344587,New York Stock Exchange,ETR,energy company,,,http://www.wikidata.org/entity/Q1344587,13764237000.0,2022-01-01 00:00:00+00:00
Textron,Q2140315,New York Stock Exchange,TXT,automotive industry,,,http://www.wikidata.org/entity/Q2140315,13702000000.0,2024-01-01 00:00:00+00:00
Otis Worldwide Corporation,Q1134069,New York Stock Exchange,OTIS,,,,http://www.wikidata.org/entity/Q1134069,13685000000.0,2022-01-01 00:00:00+00:00
VMware,Q11407,New York Stock Exchange,VMW,software industry,,,http://www.wikidata.org/entity/Q11407,13350000000.0,2022-01-01 00:00:00+00:00
NXP Semiconductors,Q1155668,Nasdaq,NXPI,electronics,,,http://www.wikidata.org/entity/Q1155668,13276000000.0,2023-01-01 00:00:00+00:00
STMicroelectronics,Q661845,New York Stock Exchange,STM,semiconductor industry,,,http://www.wikidata.org/entity/Q661845,13269000000.0,2024-01-01 00:00:00+00:00
MGM Resorts International,Q568532,New York Stock Exchange,MGM,hospitality industry,,,http://www.wikidata.org/entity/Q568532,13127485000.0,2022-01-01 00:00:00+00:00
United Technologies Corporation,Q1045758,New York Stock Exchange,UTX,holding company,,,http://www.wikidata.org/entity/Q1045758,13100000000.0,2019-01-01 00:00:00+00:00
DuPont,Q221062,New York Stock Exchange,DD,chemical industry,,,http://www.wikidata.org/entity/Q221062,13020000000.0,2022-12-01 00:00:00+00:00
Discover Financial,Q5281775,New York Stock Exchange,DFS,financial services,,,http://www.wikidata.org/entity/Q5281775,12864000000.0,2022-01-01 00:00:00+00:00
Lafarge,Q1144929,New York Stock Exchange,LR,cement industry,,,http://www.wikidata.org/entity/Q1144929,12843000000.0,2014-01-01 00:00:00+00:00
